date,country,region,lat,long,confirmed,deaths
1/27/20,Argentina,,-38.4161,-63.6167,0,0
1/28/20,Argentina,,-38.4161,-63.6167,0,0
1/29/20,Argentina,,-38.4161,-63.6167,0,0
1/30/20,Argentina,,-38.4161,-63.6167,0,0
1/31/20,Argentina,,-38.4161,-63.6167,0,0
2/1/20,Argentina,,-38.4161,-63.6167,0,0
2/2/20,Argentina,,-38.4161,-63.6167,0,0
2/3/20,Argentina,,-38.4161,-63.6167,0,0
2/4/20,Argentina,,-38.4161,-63.6167,0,0
2/5/20,Argentina,,-38.4161,-63.6167,0,0
2/6/20,Argentina,,-38.4161,-63.6167,0,0
2/7/20,Argentina,,-38.4161,-63.6167,0,0
2/8/20,Argentina,,-38.4161,-63.6167,0,0
2/9/20,Argentina,,-38.4161,-63.6167,0,0
2/10/20,Argentina,,-38.4161,-63.6167,0,0
2/11/20,Argentina,,-38.4161,-63.6167,0,0
2/12/20,Argentina,,-38.4161,-63.6167,0,0
2/13/20,Argentina,,-38.4161,-63.6167,0,0
2/14/20,Argentina,,-38.4161,-63.6167,0,0
2/15/20,Argentina,,-38.4161,-63.6167,0,0
2/16/20,Argentina,,-38.4161,-63.6167,0,0
2/17/20,Argentina,,-38.4161,-63.6167,0,0
2/18/20,Argentina,,-38.4161,-63.6167,0,0
2/19/20,Argentina,,-38.4161,-63.6167,0,0
2/20/20,Argentina,,-38.4161,-63.6167,0,0
2/21/20,Argentina,,-38.4161,-63.6167,0,0
2/22/20,Argentina,,-38.4161,-63.6167,0,0
2/23/20,Argentina,,-38.4161,-63.6167,0,0
2/24/20,Argentina,,-38.4161,-63.6167,0,0
2/25/20,Argentina,,-38.4161,-63.6167,0,0
2/26/20,Argentina,,-38.4161,-63.6167,0,0
2/27/20,Argentina,,-38.4161,-63.6167,0,0
2/28/20,Argentina,,-38.4161,-63.6167,0,0
2/29/20,Argentina,,-38.4161,-63.6167,0,0
3/1/20,Argentina,,-38.4161,-63.6167,0,0
3/2/20,Argentina,,-38.4161,-63.6167,0,0
3/3/20,Argentina,,-38.4161,-63.6167,1,0
3/4/20,Argentina,,-38.4161,-63.6167,1,0
3/5/20,Argentina,,-38.4161,-63.6167,1,0
3/6/20,Argentina,,-38.4161,-63.6167,2,0
3/7/20,Argentina,,-38.4161,-63.6167,8,0
3/8/20,Argentina,,-38.4161,-63.6167,12,0
3/9/20,Argentina,,-38.4161,-63.6167,12,0
3/10/20,Argentina,,-38.4161,-63.6167,17,0
3/11/20,Argentina,,-38.4161,-63.6167,19,0
3/12/20,Argentina,,-38.4161,-63.6167,19,0
3/13/20,Argentina,,-38.4161,-63.6167,31,0
3/14/20,Argentina,,-38.4161,-63.6167,34,0
3/15/20,Argentina,,-38.4161,-63.6167,45,0
3/16/20,Argentina,,-38.4161,-63.6167,56,0
3/17/20,Argentina,,-38.4161,-63.6167,68,0
3/18/20,Argentina,,-38.4161,-63.6167,79,0
3/19/20,Argentina,,-38.4161,-63.6167,97,0
3/20/20,Argentina,,-38.4161,-63.6167,128,0
3/21/20,Argentina,,-38.4161,-63.6167,158,0
3/22/20,Argentina,,-38.4161,-63.6167,266,0
1/22/20,Armenia,,40.0691,45.0382,0,0
1/23/20,Armenia,,40.0691,45.0382,0,0
1/24/20,Armenia,,40.0691,45.0382,0,0
1/25/20,Armenia,,40.0691,45.0382,0,0
1/26/20,Armenia,,40.0691,45.0382,0,0
1/27/20,Armenia,,40.0691,45.0382,0,0
1/28/20,Armenia,,40.0691,45.0382,0,0
1/29/20,Armenia,,40.0691,45.0382,0,0
1/30/20,Armenia,,40.0691,45.0382,0,0
1/31/20,Armenia,,40.0691,45.0382,0,0
2/1/20,Armenia,,40.0691,45.0382,0,0
2/2/20,Armenia,,40.0691,45.0382,0,0
2/3/20,Armenia,,40.0691,45.0382,0,0
2/4/20,Armenia,,40.0691,45.0382,0,0
2/5/20,Armenia,,40.0691,45.0382,0,0
2/6/20,Armenia,,40.0691,45.0382,0,0
2/7/20,Armenia,,40.0691,45.0382,0,0
2/8/20,Armenia,,40.0691,45.0382,0,0
2/9/20,Armenia,,40.0691,45.0382,0,0
2/10/20,Armenia,,40.0691,45.0382,0,0
2/11/20,Armenia,,40.0691,45.0382,0,0
2/12/20,Armenia,,40.0691,45.0382,0,0
2/13/20,Armenia,,40.0691,45.0382,0,0
2/14/20,Armenia,,40.0691,45.0382,0,0
2/15/20,Armenia,,40.0691,45.0382,0,0
2/16/20,Armenia,,40.0691,45.0382,0,0
2/17/20,Armenia,,40.0691,45.0382,0,0
2/18/20,Armenia,,40.0691,45.0382,0,0
2/19/20,Armenia,,40.0691,45.0382,0,0
2/20/20,Armenia,,40.0691,45.0382,0,0
2/21/20,Armenia,,40.0691,45.0382,0,0
2/22/20,Armenia,,40.0691,45.0382,0,0
2/23/20,Armenia,,40.0691,45.0382,0,0
2/24/20,Armenia,,40.0691,45.0382,0,0
2/25/20,Armenia,,40.0691,45.0382,0,0
2/26/20,Armenia,,40.0691,45.0382,0,0
2/27/20,Armenia,,40.0691,45.0382,0,0
2/28/20,Armenia,,40.0691,45.0382,0,0
2/29/20,Armenia,,40.0691,45.0382,0,0
3/1/20,Armenia,,40.0691,45.0382,1,0
3/2/20,Armenia,,40.0691,45.0382,1,0
3/3/20,Armenia,,40.0691,45.0382,1,0
3/4/20,Armenia,,40.0691,45.0382,1,0
3/5/20,Armenia,,40.0691,45.0382,1,0
3/6/20,Armenia,,40.0691,45.0382,1,0
3/7/20,Armenia,,40.0691,45.0382,1,0
3/8/20,Armenia,,40.0691,45.0382,1,0
3/9/20,Armenia,,40.0691,45.0382,1,0
3/10/20,Armenia,,40.0691,45.0382,1,0
3/11/20,Armenia,,40.0691,45.0382,1,0
3/12/20,Armenia,,40.0691,45.0382,4,0
3/13/20,Armenia,,40.0691,45.0382,8,0
3/14/20,Armenia,,40.0691,45.0382,18,0
3/15/20,Armenia,,40.0691,45.0382,26,0
3/16/20,Armenia,,40.0691,45.0382,52,0
3/17/20,Armenia,,40.0691,45.0382,78,0
3/18/20,Armenia,,40.0691,45.0382,84,0
3/19/20,Armenia,,40.0691,45.0382,115,0
3/20/20,Armenia,,40.0691,45.0382,136,0
3/21/20,Armenia,,40.0691,45.0382,160,0
3/22/20,Armenia,,40.0691,45.0382,194,0
1/22/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/23/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/24/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/25/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/26/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/27/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/28/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/29/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/30/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
1/31/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/1/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/2/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/3/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/4/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/5/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/6/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/7/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/8/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/9/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/10/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/11/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
2/12/20,Australia,Australian Capital Territory,-35.4735,149.0124,0,0
